"part","simulation","carcass","n_zeros","n_zeros_after_cooking"
"shoulder",8,26,0,32
"shoulder",8,27,0,31
"shoulder",8,28,3,28
"shoulder",8,29,0,30
"shoulder",8,30,0,30
"shoulder",8,31,0,30
"shoulder",8,32,0,29
"shoulder",8,33,0,33
"shoulder",8,34,0,31
"shoulder",8,35,0,34
"shoulder",8,36,0,30
"shoulder",8,37,8,25
"shoulder",8,38,0,30
"shoulder",8,39,0,30
"shoulder",8,40,0,31
"shoulder",8,41,0,32
"shoulder",8,42,0,31
"shoulder",8,43,0,30
"shoulder",8,44,0,30
"shoulder",8,45,0,34
"shoulder",8,46,0,33
"shoulder",8,47,0,33
"shoulder",8,48,0,35
"shoulder",8,49,0,30
"shoulder",8,50,0,29
"shoulder",9,1,0,32
"shoulder",9,2,0,31
"shoulder",9,3,0,32
"shoulder",9,4,0,31
"shoulder",9,5,0,33
"shoulder",9,6,0,30
"shoulder",9,7,0,32
"shoulder",9,8,0,33
"shoulder",9,9,0,32
"shoulder",9,10,0,33
"shoulder",9,11,0,31
"shoulder",9,12,0,32
"shoulder",9,13,0,31
"shoulder",9,14,0,31
"shoulder",9,15,0,31
"shoulder",9,16,0,31
"shoulder",9,17,0,34
"shoulder",9,18,0,30
"shoulder",9,19,0,29
"shoulder",9,20,0,32
"shoulder",9,21,0,33
"shoulder",9,22,0,34
"shoulder",9,23,0,34
"shoulder",9,24,0,32
"shoulder",9,25,0,32
"shoulder",9,26,0,35
"shoulder",9,27,0,31
"shoulder",9,28,0,30
"shoulder",9,29,0,32
"shoulder",9,30,0,28
"shoulder",9,31,0,31
"shoulder",9,32,0,30
"shoulder",9,33,0,33
"shoulder",9,34,0,34
"shoulder",9,35,0,32
"shoulder",9,36,0,32
"shoulder",9,37,0,34
"shoulder",9,38,0,29
"shoulder",9,39,0,30
"shoulder",9,40,0,28
"shoulder",9,41,0,30
"shoulder",9,42,0,30
"shoulder",9,43,0,31
"shoulder",9,44,0,28
"shoulder",9,45,0,31
"shoulder",9,46,0,32
"shoulder",9,47,0,30
"shoulder",9,48,0,30
"shoulder",9,49,0,28
"shoulder",9,50,0,33
"shoulder",10,1,0,29
"shoulder",10,2,0,32
"shoulder",10,3,0,32
"shoulder",10,4,0,33
"shoulder",10,5,0,34
"shoulder",10,6,0,31
"shoulder",10,7,0,34
"shoulder",10,8,0,33
"shoulder",10,9,0,31
"shoulder",10,10,0,29
"shoulder",10,11,1,30
"shoulder",10,12,0,33
"shoulder",10,13,0,33
"shoulder",10,14,3,30
"shoulder",10,15,0,29
"shoulder",10,16,0,34
"shoulder",10,17,0,33
"shoulder",10,18,0,32
"shoulder",10,19,0,30
"shoulder",10,20,0,32
"shoulder",10,21,0,33
"shoulder",10,22,0,31
"shoulder",10,23,0,29
"shoulder",10,24,0,29
"shoulder",10,25,2,27
"shoulder",10,26,0,33
"shoulder",10,27,0,33
"shoulder",10,28,0,32
"shoulder",10,29,5,27
"shoulder",10,30,1,30
"shoulder",10,31,2,28
"shoulder",10,32,0,30
"shoulder",10,33,0,30
"shoulder",10,34,0,26
"shoulder",10,35,0,30
"shoulder",10,36,0,32
"shoulder",10,37,0,32
"shoulder",10,38,0,31
"shoulder",10,39,0,31
"shoulder",10,40,0,30
"shoulder",10,41,4,28
"shoulder",10,42,0,29
"shoulder",10,43,1,28
"shoulder",10,44,0,31
"shoulder",10,45,2,29
"shoulder",10,46,0,33
"shoulder",10,47,0,32
"shoulder",10,48,0,34
"shoulder",10,49,0,31
"shoulder",10,50,0,31
"belly",1,1,0,46
"belly",1,2,0,43
"belly",1,3,0,49
"belly",1,4,0,51
"belly",1,5,0,50
"belly",1,6,0,44
"belly",1,7,0,48
"belly",1,8,0,51
"belly",1,9,0,49
"belly",1,10,0,49
"belly",1,11,0,48
"belly",1,12,0,50
"belly",1,13,0,45
"belly",1,14,0,48
"belly",1,15,0,50
"belly",1,16,0,52
"belly",1,17,0,47
"belly",1,18,0,50
"belly",1,19,0,51
"belly",1,20,0,48
"belly",1,21,0,50
"belly",1,22,0,50
"belly",1,23,0,53
"belly",1,24,0,48
"belly",1,25,0,47
"belly",1,26,0,49
"belly",1,27,0,49
"belly",1,28,0,47
"belly",1,29,0,48
"belly",1,30,0,49
"belly",1,31,0,50
"belly",1,32,0,47
"belly",1,33,0,52
"belly",1,34,0,52
"belly",1,35,0,49
"belly",1,36,0,49
"belly",1,37,0,51
"belly",1,38,0,49
"belly",1,39,0,48
"belly",1,40,0,49
"belly",1,41,0,48
"belly",1,42,0,47
"belly",1,43,0,50
"belly",1,44,0,48
"belly",1,45,0,46
"belly",1,46,0,48
"belly",1,47,0,48
"belly",1,48,0,47
"belly",1,49,0,49
"belly",1,50,0,51
"belly",2,1,0,48
"belly",2,2,0,48
"belly",2,3,0,48
"belly",2,4,0,51
"belly",2,5,0,48
"belly",2,6,0,50
"belly",2,7,0,52
"belly",2,8,0,48
"belly",2,9,0,49
"belly",2,10,0,49
"belly",2,11,0,48
"belly",2,12,0,47
"belly",2,13,9,42
"belly",2,14,16,37
"belly",2,15,0,48
"belly",2,16,0,47
"belly",2,17,28,25
"belly",2,18,0,44
"belly",2,19,0,50
"belly",2,20,0,51
"belly",2,21,0,46
"belly",2,22,0,51
"belly",2,23,0,52
"belly",2,24,0,50
"belly",2,25,0,44
"belly",2,26,0,51
"belly",2,27,0,50
"belly",2,28,9,43
"belly",2,29,0,47
"belly",2,30,0,49
"belly",2,31,0,48
"belly",2,32,0,49
"belly",2,33,0,49
"belly",2,34,0,52
"belly",2,35,0,46
"belly",2,36,0,47
"belly",2,37,0,49
"belly",2,38,19,32
"belly",2,39,26,27
"belly",2,40,0,43
"belly",2,41,0,51
"belly",2,42,20,29
"belly",2,43,0,45
"belly",2,44,0,44
"belly",2,45,0,52
"belly",2,46,0,49
"belly",2,47,0,47
"belly",2,48,0,47
"belly",2,49,0,45
"belly",2,50,0,51
"belly",3,1,0,0
"belly",3,2,0,46
"belly",3,3,0,44
"belly",3,4,0,48
"belly",3,5,0,46
"belly",3,6,0,48
"belly",3,7,0,46
"belly",3,8,5,42
"belly",3,9,0,48
"belly",3,10,0,44
"belly",3,11,0,50
"belly",3,12,0,50
"belly",3,13,0,51
"belly",3,14,0,48
"belly",3,15,0,49
"belly",3,16,0,50
"belly",3,17,0,45
"belly",3,18,0,49
"belly",3,19,0,52
"belly",3,20,0,49
"belly",3,21,0,52
"belly",3,22,0,50
"belly",3,23,0,50
"belly",3,24,0,48
"belly",3,25,0,51
"belly",3,26,0,47
"belly",3,27,0,50
"belly",3,28,0,49
"belly",3,29,0,49
"belly",3,30,0,50
"belly",3,31,0,46
"belly",3,32,0,51
"belly",3,33,0,48
"belly",3,34,0,52
"belly",3,35,0,48
"belly",3,36,0,46
"belly",3,37,0,47
"belly",3,38,0,49
"belly",3,39,0,49
"belly",3,40,0,48
"belly",3,41,2,44
"belly",3,42,0,50
"belly",3,43,0,46
"belly",3,44,0,49
"belly",3,45,0,46
"belly",3,46,0,49
"belly",3,47,0,0
"belly",3,48,0,47
"belly",3,49,0,53
"belly",3,50,0,48
"belly",4,1,0,50
"belly",4,2,0,47
"belly",4,3,0,51
"belly",4,4,0,49
"belly",4,5,0,48
"belly",4,6,0,47
"belly",4,7,0,49
"belly",4,8,0,51
"belly",4,9,19,34
"belly",4,10,0,48
"belly",4,11,0,47
"belly",4,12,0,48
"belly",4,13,0,49
"belly",4,14,0,51
"belly",4,15,0,0
"belly",4,16,0,47
"belly",4,17,0,0
"belly",4,18,0,48
"belly",4,19,0,48
"belly",4,20,0,49
"belly",4,21,0,51
"belly",4,22,0,48
"belly",4,23,0,48
"belly",4,24,0,47
"belly",4,25,0,0
"belly",4,26,0,48
"belly",4,27,0,48
"belly",4,28,0,46
"belly",4,29,43,11
"belly",4,30,0,51
"belly",4,31,0,47
"belly",4,32,0,0
"belly",4,33,0,47
"belly",4,34,0,47
"belly",4,35,0,0
"belly",4,36,0,48
"belly",4,37,0,52
"belly",4,38,0,46
"belly",4,39,0,46
"belly",4,40,20,34
"belly",4,41,0,47
"belly",4,42,0,49
"belly",4,43,0,48
"belly",4,44,35,16
"belly",4,45,0,52
"belly",4,46,0,49
"belly",4,47,0,47
"belly",4,48,32,22
"belly",4,49,40,14
"belly",4,50,0,46
"belly",5,1,0,49
"belly",5,2,0,49
"belly",5,3,1,46
"belly",5,4,0,47
"belly",5,5,0,49
"belly",5,6,0,50
"belly",5,7,0,50
"belly",5,8,0,50
"belly",5,9,0,50
"belly",5,10,0,49
"belly",5,11,0,49
"belly",5,12,0,49
"belly",5,13,0,48
"belly",5,14,0,47
"belly",5,15,0,52
"belly",5,16,1,44
"belly",5,17,0,50
"belly",5,18,0,49
"belly",5,19,0,51
"belly",5,20,0,49
"belly",5,21,0,46
"belly",5,22,0,43
"belly",5,23,0,50
"belly",5,24,0,47
"belly",5,25,0,44
"belly",5,26,0,48
"belly",5,27,0,50
"belly",5,28,0,48
"belly",5,29,0,46
"belly",5,30,0,47
"belly",5,31,0,48
"belly",5,32,0,49
"belly",5,33,0,50
"belly",5,34,0,48
"belly",5,35,0,45
"belly",5,36,0,48
"belly",5,37,0,46
"belly",5,38,1,47
"belly",5,39,0,50
"belly",5,40,0,47
"belly",5,41,0,51
"belly",5,42,0,51
"belly",5,43,0,49
"belly",5,44,0,46
"belly",5,45,0,45
"belly",5,46,0,50
"belly",5,47,0,48
"belly",5,48,0,52
"belly",5,49,0,48
"belly",5,50,0,53
"belly",6,1,0,49
"belly",6,2,3,46
"belly",6,3,0,51
"belly",6,4,4,47
"belly",6,5,0,49
"belly",6,6,0,48
"belly",6,7,0,50
"belly",6,8,0,48
"belly",6,9,0,50
"belly",6,10,0,49
"belly",6,11,0,50
"belly",6,12,0,42
"belly",6,13,0,46
"belly",6,14,0,43
"belly",6,15,0,48
"belly",6,16,0,49
"belly",6,17,0,50
"belly",6,18,0,48
"belly",6,19,12,38
"belly",6,20,0,48
"belly",6,21,0,49
"belly",6,22,0,51
"belly",6,23,0,47
"belly",6,24,9,44
"belly",6,25,0,51
"belly",6,26,0,49
"belly",6,27,0,49
"belly",6,28,0,48
"belly",6,29,0,47
"belly",6,30,0,52
"belly",6,31,0,48
"belly",6,32,0,46
"belly",6,33,0,51
"belly",6,34,0,52
"belly",6,35,0,50
"belly",6,36,0,48
"belly",6,37,0,45
"belly",6,38,0,47
"belly",6,39,0,52
"belly",6,40,0,49
"belly",6,41,0,53
"belly",6,42,0,50
"belly",6,43,0,44
"belly",6,44,0,51
"belly",6,45,0,46
"belly",6,46,0,50
"belly",6,47,0,46
"belly",6,48,0,50
"belly",6,49,0,51
"belly",6,50,0,49
"belly",7,1,0,52
"belly",7,2,0,52
"belly",7,3,0,44
"belly",7,4,0,49
"belly",7,5,0,51
"belly",7,6,0,50
"belly",7,7,0,52
"belly",7,8,0,49
"belly",7,9,0,48
"belly",7,10,0,52
"belly",7,11,0,48
"belly",7,12,0,49
"belly",7,13,0,49
"belly",7,14,0,47
"belly",7,15,0,49
"belly",7,16,0,51
"belly",7,17,0,49
"belly",7,18,0,48
"belly",7,19,0,48
"belly",7,20,0,44
"belly",7,21,0,49
"belly",7,22,0,51
"belly",7,23,0,52
"belly",7,24,0,49
"belly",7,25,0,52
"belly",7,26,0,46
"belly",7,27,0,50
"belly",7,28,0,50
"belly",7,29,0,46
"belly",7,30,0,51
"belly",7,31,0,47
"belly",7,32,0,48
"belly",7,33,0,49
"belly",7,34,0,50
"belly",7,35,0,44
"belly",7,36,0,50
"belly",7,37,0,44
"belly",7,38,0,52
"belly",7,39,0,47
"belly",7,40,0,45
"belly",7,41,0,46
"belly",7,42,0,50
"belly",7,43,0,49
"belly",7,44,0,50
"belly",7,45,0,49
"belly",7,46,0,50
"belly",7,47,0,47
"belly",7,48,0,49
"belly",7,49,0,51
"belly",7,50,0,49
"belly",8,1,0,50
"belly",8,2,0,50
"belly",8,3,0,46
"belly",8,4,0,51
"belly",8,5,0,50
"belly",8,6,1,49
"belly",8,7,0,49
"belly",8,8,0,41
"belly",8,9,0,51
"belly",8,10,0,50
"belly",8,11,0,48
"belly",8,12,0,51
"belly",8,13,0,50
"belly",8,14,0,45
"belly",8,15,0,49
"belly",8,16,0,45
"belly",8,17,0,47
"belly",8,18,0,47
"belly",8,19,0,50
"belly",8,20,0,49
"belly",8,21,0,51
"belly",8,22,1,49
"belly",8,23,0,46
"belly",8,24,0,46
"belly",8,25,0,48
"belly",8,26,0,47
"belly",8,27,0,47
"belly",8,28,0,46
"belly",8,29,0,47
"belly",8,30,0,47
"belly",8,31,0,45
"belly",8,32,0,45
"belly",8,33,0,49
"belly",8,34,0,50
"belly",8,35,0,50
"belly",8,36,0,49
"belly",8,37,2,45
"belly",8,38,0,50
"belly",8,39,0,52
"belly",8,40,0,47
"belly",8,41,0,46
"belly",8,42,0,45
"belly",8,43,0,48
"belly",8,44,0,48
"belly",8,45,0,50
"belly",8,46,0,51
"belly",8,47,0,43
"belly",8,48,0,46
"belly",8,49,0,51
"belly",8,50,0,48
"belly",9,1,0,53
"belly",9,2,0,46
"belly",9,3,0,50
"belly",9,4,0,50
"belly",9,5,0,51
"belly",9,6,0,47
"belly",9,7,0,47
"belly",9,8,0,48
"belly",9,9,0,46
"belly",9,10,0,49
"belly",9,11,0,51
"belly",9,12,0,48
"belly",9,13,0,48
"belly",9,14,0,48
"belly",9,15,0,48
"belly",9,16,0,47
"belly",9,17,0,48
"belly",9,18,0,50
"belly",9,19,0,47
"belly",9,20,0,49
"belly",9,21,0,48
"belly",9,22,0,50
"belly",9,23,0,46
"belly",9,24,0,49
"belly",9,25,0,48
"belly",9,26,0,46
"belly",9,27,0,47
"belly",9,28,0,46
"belly",9,29,0,51
"belly",9,30,0,47
"belly",9,31,0,46
"belly",9,32,0,49
"belly",9,33,0,47
"belly",9,34,0,47
"belly",9,35,0,49
"belly",9,36,0,50
"belly",9,37,0,48
"belly",9,38,0,50
"belly",9,39,0,45
"belly",9,40,0,46
"belly",9,41,0,49
"belly",9,42,0,46
"belly",9,43,0,50
"belly",9,44,0,50
"belly",9,45,0,49
"belly",9,46,0,46
"belly",9,47,0,52
"belly",9,48,0,46
"belly",9,49,0,48
"belly",9,50,0,51
"belly",10,1,0,48
"belly",10,2,0,51
"belly",10,3,0,47
"belly",10,4,0,48
"belly",10,5,0,49
"belly",10,6,0,50
"belly",10,7,0,49
"belly",10,8,0,50
"belly",10,9,0,51
"belly",10,10,0,46
"belly",10,11,0,51
"belly",10,12,0,48
"belly",10,13,0,47
"belly",10,14,0,45
"belly",10,15,0,45
"belly",10,16,0,45
"belly",10,17,0,47
"belly",10,18,0,44
"belly",10,19,0,48
"belly",10,20,0,50
"belly",10,21,0,46
"belly",10,22,0,50
"belly",10,23,0,50
"belly",10,24,0,49
"belly",10,25,1,48
"belly",10,26,0,48
"belly",10,27,0,50
"belly",10,28,0,47
"belly",10,29,1,47
"belly",10,30,0,48
"belly",10,31,0,49
"belly",10,32,0,46
"belly",10,33,0,50
"belly",10,34,0,47
"belly",10,35,0,49
"belly",10,36,0,47
"belly",10,37,0,50
"belly",10,38,0,52
"belly",10,39,0,51
"belly",10,40,0,44
"belly",10,41,2,45
"belly",10,42,0,51
"belly",10,43,0,43
"belly",10,44,0,49
"belly",10,45,0,47
"belly",10,46,0,48
"belly",10,47,0,50
"belly",10,48,0,51
"belly",10,49,0,47
"belly",10,50,0,51
"loin",1,1,0,128
"loin",1,2,0,124
"loin",1,3,0,130
"loin",1,4,0,131
"loin",1,5,0,127
"loin",1,6,0,126
"loin",1,7,0,128
"loin",1,8,0,126
"loin",1,9,0,127
"loin",1,10,0,131
"loin",1,11,0,127
"loin",1,12,0,122
"loin",1,13,0,131
"loin",1,14,0,126
"loin",1,15,1,131
"loin",1,16,0,129
"loin",1,17,0,133
"loin",1,18,0,129
"loin",1,19,0,136
"loin",1,20,0,133
"loin",1,21,2,126
"loin",1,22,0,131
"loin",1,23,0,132
"loin",1,24,0,130
"loin",1,25,1,128
"loin",1,26,2,126
"loin",1,27,0,131
"loin",1,28,0,127
"loin",1,29,0,134
"loin",1,30,0,128
"loin",1,31,0,127
"loin",1,32,0,133
"loin",1,33,0,116
"loin",1,34,0,138
"loin",1,35,0,135
"loin",1,36,0,127
"loin",1,37,0,131
"loin",1,38,0,127
"loin",1,39,0,134
"loin",1,40,0,132
"loin",1,41,1,124
"loin",1,42,0,126
"loin",1,43,0,135
"loin",1,44,0,136
"loin",1,45,0,129
"loin",1,46,0,132
"loin",1,47,0,132
"loin",1,48,0,130
"loin",1,49,0,126
"loin",1,50,0,131
"loin",2,1,0,125
"loin",2,2,0,129
"loin",2,3,0,129
"loin",2,4,0,131
"loin",2,5,0,127
"loin",2,6,1,128
"loin",2,7,0,133
"loin",2,8,0,133
"loin",2,9,0,135
"loin",2,10,1,130
"loin",2,11,0,130
"loin",2,12,0,133
"loin",2,13,115,28
"loin",2,14,126,18
"loin",2,15,0,135
"loin",2,16,0,134
"loin",2,17,131,13
"loin",2,18,0,131
"loin",2,19,0,133
"loin",2,20,0,130
"loin",2,21,0,128
"loin",2,22,0,132
"loin",2,23,0,128
"loin",2,24,0,130
"loin",2,25,1,132
"loin",2,26,0,128
"loin",2,27,0,125
"loin",2,28,126,18
